text;setting;entrance;exit;business;delivery;modifier;location;unknown;play;year;lemmas;clean_lemmas;pos;ner_lemmas;ner_pos
(Значительный взгляд на нее.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['значительный', 'взгляд', 'на', 'она'];['значительный', 'взгляд'];['A', 'S'];['значительный', 'взгляд'];['A', 'S']
Прежние, кроме слуги.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['прежний', 'кроме', 'слуга'];['прежний', 'кроме', 'слуга'];['A', 'PR', 'S'];['прежний', 'кроме', 'слуга'];['A', 'PR', 'S']
(слуге);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['слуга'];['слуга'];['S'];['слуга'];['S']
(Ей.);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['она'];[];[];[];[]
(Смеется.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['смеяться'];['смеяться'];['V'];['смеяться'];['V']
(Хочет взять ее за руку: она отскакивает в сторону.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['хотеть', 'взять', 'она', 'за', 'рука', 'она', 'отскакивать', 'в', 'сторона'];['хотеть', 'взять', 'рука', 'отскакивать', 'сторона'];['V', 'V', 'S', 'V', 'S'];['хотеть', 'взять', 'рука', 'отскакивать', 'сторона'];['V', 'V', 'S', 'V', 'S']
(Ей);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['она'];[];[];[];[]
(с презреньем);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['с', 'презрение'];['презрение'];['S'];['презрение'];['S']
Она в слезах уходит.;0;0;1;0;0;0;0;0;lermontov-maskarad;1842;['она', 'в', 'слеза', 'уходить'];['слеза', 'уходить'];['S', 'V'];['слеза', 'уходить'];['S', 'V']
(Один.);0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['один'];[];[];[];[]
(Подходит к двери жены и слушает.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['подходить', 'к', 'дверь', 'жена', 'и', 'слушать'];['подходить', 'дверь', 'жена', 'слушать'];['V', 'S', 'S', 'V'];['подходить', 'дверь', 'жена', 'слушать'];['V', 'S', 'S', 'V']
(Уходя.);0;0;1;0;0;0;0;0;lermontov-maskarad;1842;['уходить'];['уходить'];['V'];['уходить'];['V']
Конец первого действия;0;0;0;0;0;0;0;1;lermontov-maskarad;1842;['конец', 'первый', 'действие'];['конец', 'первый', 'действие'];['S', 'ANUM', 'S'];['конец', 'первый', 'действие'];['S', 'ANUM', 'S']
Баронесса сидит на креслах в усталости. Бросает книгу.;1;0;0;1;0;0;0;0;lermontov-maskarad;1842;['баронесса', 'сидеть', 'на', 'кресло', 'в', 'усталость', 'бросать', 'книга'];['баронесса', 'сидеть', 'кресло', 'усталость', 'бросать', 'книга'];['S', 'V', 'S', 'S', 'V', 'S'];['баронесса', 'сидеть', 'кресло', 'усталость', 'бросать', 'книга'];['S', 'V', 'S', 'S', 'V', 'S']
(Хочет читать.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['хотеть', 'читать'];['хотеть', 'читать'];['V', 'V'];['хотеть', 'читать'];['V', 'V']
Входит Нина.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['входить', 'нина'];['входить', 'нина'];['V', 'S'];['входить', 'Имя'];['V', 'PERSN']
Садятся.;0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['садиться'];['садиться'];['V'];['садиться'];['V']
Входит князь Звездич.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['входить', 'князь', 'звездич'];['входить', 'князь', 'звездич'];['V', 'S', 'S'];['входить', 'князь', 'Имя'];['V', 'S', 'PERSN']
(холодно.);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['холодно'];['холодно'];['ADV'];['холодно'];['ADV']
(Смеется.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['смеяться'];['смеяться'];['V'];['смеяться'];['V']
(горячо);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['горячо'];['горячо'];['ADV'];['горячо'];['ADV']
Входит чиновник.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['входить', 'чиновник'];['входить', 'чиновник'];['V', 'S'];['входить', 'чиновник'];['V', 'S']
Прежние и чиновник.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['прежний', 'и', 'чиновник'];['прежний', 'чиновник'];['A', 'S'];['прежний', 'чиновник'];['A', 'S']
(Отходит к окну и говорит.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['отходить', 'к', 'окно', 'и', 'говорить'];['отходить', 'окно', 'говорить'];['V', 'S', 'V'];['отходить', 'окно', 'говорить'];['V', 'S', 'V']
(в сторону);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Нине.);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['нина'];['нина'];['S'];['Имя'];['PERSN']
(скоро);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['скоро'];['скоро'];['ADV'];['скоро'];['ADV']
(вынимает из ридикюля);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['вынимать', 'из', 'ридикюль'];['вынимать', 'ридикюль'];['V', 'S'];['вынимать', 'ридикюль'];['V', 'S']
(В сторону.);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Ей.);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['она'];[];[];[];[]
(улыбаясь);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['улыбаться'];['улыбаться'];['V'];['улыбаться'];['V']
(Про себя.);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['про', 'себя'];[];[];[];[]
Нина отходит к баронессе. Чиновник раскланивается и уходит.;0;0;1;1;0;0;0;0;lermontov-maskarad;1842;['нина', 'отходить', 'к', 'баронесса', 'чиновник', 'раскланиваться', 'и', 'уходить'];['нина', 'отходить', 'баронесса', 'чиновник', 'раскланиваться', 'уходить'];['S', 'V', 'S', 'S', 'V', 'V'];['Имя', 'отходить', 'баронесса', 'чиновник', 'раскланиваться', 'уходить'];['PERSN', 'V', 'S', 'S', 'V', 'V']
Целуются.;0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['целоваться'];['целоваться'];['V'];['целоваться'];['V']
(уходя);0;0;1;0;0;0;0;0;lermontov-maskarad;1842;['уходить'];['уходить'];['V'];['уходить'];['V']
(Уходит.);0;0;1;0;0;0;0;0;lermontov-maskarad;1842;['уходить'];['уходить'];['V'];['уходить'];['V']
Прежние, кроме Нины и чиновника.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['прежний', 'кроме', 'нина', 'и', 'чиновник'];['прежний', 'кроме', 'нина', 'чиновник'];['A', 'PR', 'S', 'S'];['прежний', 'кроме', 'Имя', 'чиновник'];['A', 'PR', 'PERSN', 'S']
(в сторону);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
После молчания.;0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['после', 'молчание'];['молчание'];['S'];['молчание'];['S']
(Уходит.);0;0;1;0;0;0;0;0;lermontov-maskarad;1842;['уходить'];['уходить'];['V'];['уходить'];['V']
(Задумывается.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['задумываться'];['задумываться'];['V'];['задумываться'];['V']
Баронесса и Шприх.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['баронесса', 'и', 'шприх'];['баронесса', 'шприх'];['S', 'S'];['баронесса', 'шприх'];['S', 'S']
Шприх входит, раскланивается.;0;1;0;1;0;0;0;0;lermontov-maskarad;1842;['шприх', 'входить', 'раскланиваться'];['шприх', 'входить', 'раскланиваться'];['S', 'V', 'V'];['шприх', 'входить', 'раскланиваться'];['S', 'V', 'V']
(в недоумении);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['в', 'недоумение'];['недоумение'];['S'];['недоумение'];['S']
(В сторону.);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Уходя. В сторону.);0;0;1;0;1;0;0;0;lermontov-maskarad;1842;['уходить', 'в', 'сторона'];['уходить', 'сторона'];['V', 'S'];['уходить', 'сторона'];['V', 'S']
(один.);0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['один'];[];[];[];[]
Кабинет Арбенина.;1;0;0;0;0;0;0;0;lermontov-maskarad;1842;['кабинет', 'арбенин'];['кабинет', 'арбенин'];['S', 'S'];['кабинет', 'Имя'];['S', 'PERSN']
Арбенин один, потом слуга.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['арбенин', 'один', 'потом', 'слуга'];['арбенин', 'слуга'];['S', 'S'];['Имя', 'слуга'];['PERSN', 'S']
(входит);0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['входить'];['входить'];['V'];['входить'];['V']
(Идет. слуга остается.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['идти', 'слуга', 'оставаться'];['идти', 'слуга', 'оставаться'];['V', 'S', 'V'];['идти', 'слуга', 'оставаться'];['V', 'S', 'V']
Афанасий Павлович Казарин и слуга.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['афанасий', 'павлович', 'казарин', 'и', 'слуга'];['афанасий', 'павлович', 'казарин', 'слуга'];['S', 'S', 'S', 'S'];['Имя', 'Имя', 'Имя', 'слуга'];['PERSN', 'PERSN', 'PERSN', 'S']
(Уходит);0;0;1;0;0;0;0;0;lermontov-maskarad;1842;['уходить'];['уходить'];['V'];['уходить'];['V']
Казарин и Шприх.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['казарин', 'и', 'шприх'];['казарин', 'шприх'];['S', 'S'];['Имя', 'шприх'];['PERSN', 'S']
Входит Шприх.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['входить', 'шприх'];['входить', 'шприх'];['V', 'S'];['входить', 'шприх'];['V', 'S']
(Делает пальцами изображение рогов.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['делать', 'палец', 'изображение', 'рог'];['делать', 'палец', 'изображение', 'рог'];['V', 'S', 'S', 'S'];['делать', 'палец', 'изображение', 'рог'];['V', 'S', 'S', 'S']
Арбенин входит с письмом, они стояли налево у бюро, и он их не видал.;0;1;0;1;0;0;0;0;lermontov-maskarad;1842;['арбенин', 'входить', 'с', 'письмо', 'они', 'стоять', 'налево', 'у', 'бюро', 'и', 'он', 'они', 'не', 'видать'];['арбенин', 'входить', 'письмо', 'стоять', 'налево', 'бюро', 'видать'];['S', 'V', 'S', 'V', 'ADV', 'S', 'ADV'];['Имя', 'входить', 'письмо', 'стоять', 'налево', 'бюро', 'видать'];['PERSN', 'V', 'S', 'V', 'ADV', 'S', 'ADV']
Прежние и Арбенин.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['прежний', 'и', 'арбенин'];['прежний', 'арбенин'];['A', 'S'];['прежний', 'Имя'];['A', 'PERSN']
(не замечая их);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['не', 'замечать', 'они'];['замечать'];['V'];['замечать'];['V']
(Перечитывает письмо.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['перечитывать', 'письмо'];['перечитывать', 'письмо'];['V', 'S'];['перечитывать', 'письмо'];['V', 'S']
(Казарину.);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['казарина'];['казарина'];['S'];['Имя'];['PERSN']
(в сторону);0;0;0;0;1;0;0;0;lermontov-maskarad;1842;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Приближается к двери.);0;0;0;1;0;0;0;0;lermontov-maskarad;1842;['приближаться', 'к', 'дверь'];['приближаться', 'дверь'];['V', 'S'];['приближаться', 'дверь'];['V', 'S']
Прежние, кроме Шприха.;0;1;0;0;0;0;0;0;lermontov-maskarad;1842;['прежний', 'кроме', 'шприх'];['прежний', 'кроме', 'шприх'];['A', 'PR', 'S'];['прежний', 'кроме', 'шприх'];['A', 'PR', 'S']
